,age,job,marital,education,default,housing,loan,duration,campaign,pdays,previous,poutcome,y
816,52,services,married,professional.course,unknown,yes,yes,84,3,999,0,nonexistent,0
817,32,admin.,married,high.school,no,no,no,52,8,999,0,nonexistent,0
818,23,admin.,single,university.degree,no,yes,yes,69,3,999,0,nonexistent,0
819,34,technician,married,professional.course,no,yes,yes,42,7,999,0,nonexistent,0
820,36,services,married,high.school,no,no,no,98,3,999,0,nonexistent,0
821,54,admin.,single,university.degree,unknown,no,no,218,2,999,0,nonexistent,0
822,39,services,divorced,basic.9y,no,yes,no,51,1,999,0,nonexistent,0
823,50,housemaid,divorced,basic.4y,no,no,no,57,1,999,0,nonexistent,0
824,30,services,single,high.school,no,yes,no,181,2,999,0,nonexistent,1
825,27,blue-collar,married,basic.9y,no,no,yes,1170,1,999,0,nonexistent,0
826,32,admin.,divorced,university.degree,no,yes,no,147,4,999,0,nonexistent,0
827,54,technician,married,university.degree,unknown,no,no,71,4,999,0,nonexistent,0
828,40,blue-collar,married,basic.4y,unknown,unknown,unknown,135,1,999,0,nonexistent,0
829,50,blue-collar,married,professional.course,unknown,yes,no,157,1,999,1,failure,0
830,35,technician,single,professional.course,no,unknown,unknown,146,2,999,0,nonexistent,0
831,26,admin.,single,university.degree,no,yes,no,355,1,999,1,failure,0
832,45,admin.,single,university.degree,no,yes,no,99,1,999,0,nonexistent,0
833,28,technician,married,high.school,no,no,no,180,1,999,0,nonexistent,0
834,28,blue-collar,single,basic.4y,no,yes,no,101,2,999,0,nonexistent,0
835,50,technician,married,professional.course,no,no,no,121,2,999,0,nonexistent,0
836,31,blue-collar,married,basic.6y,no,yes,no,55,12,999,0,nonexistent,0
837,34,admin.,single,university.degree,no,no,no,114,1,999,0,nonexistent,0
838,56,blue-collar,married,basic.4y,unknown,no,no,368,5,999,0,nonexistent,0
839,29,entrepreneur,married,basic.4y,no,no,no,103,4,999,0,nonexistent,0
840,58,admin.,married,university.degree,no,no,no,233,2,999,0,nonexistent,0
841,46,blue-collar,married,basic.4y,no,no,no,471,3,999,0,nonexistent,0
842,35,blue-collar,divorced,basic.9y,no,no,yes,131,1,999,0,nonexistent,0
843,34,management,married,university.degree,unknown,yes,no,281,1,999,0,nonexistent,0
844,39,admin.,single,high.school,no,no,no,297,1,999,0,nonexistent,0
845,40,management,married,unknown,no,yes,no,165,1,999,1,failure,0
846,40,admin.,married,university.degree,no,yes,yes,117,1,999,0,nonexistent,0
847,54,blue-collar,married,basic.4y,unknown,yes,yes,71,5,999,0,nonexistent,0
848,25,admin.,single,university.degree,no,no,no,94,2,999,0,nonexistent,0
849,40,unemployed,married,professional.course,no,yes,no,155,3,999,0,nonexistent,0
850,49,blue-collar,married,basic.4y,unknown,no,no,67,3,999,0,nonexistent,0
851,41,admin.,married,unknown,no,yes,no,228,1,999,1,failure,0
852,32,admin.,married,high.school,no,no,no,549,2,999,0,nonexistent,0
853,44,admin.,divorced,university.degree,no,no,no,39,2,999,0,nonexistent,0
854,41,admin.,married,university.degree,no,no,no,1360,3,999,0,nonexistent,1
855,30,technician,single,university.degree,no,yes,yes,433,2,999,0,nonexistent,0
856,27,blue-collar,single,basic.9y,no,yes,no,352,1,999,0,nonexistent,0
857,41,blue-collar,married,basic.4y,no,yes,no,152,3,999,0,nonexistent,0
858,36,blue-collar,married,basic.9y,unknown,yes,no,38,1,999,1,failure,0
859,54,entrepreneur,married,professional.course,no,yes,yes,134,1,999,0,nonexistent,0
860,30,blue-collar,single,professional.course,no,no,no,165,1,999,1,failure,0
861,25,student,single,unknown,unknown,yes,no,81,1,999,1,failure,0
862,42,management,married,high.school,no,no,no,59,2,999,0,nonexistent,0
863,36,services,divorced,basic.9y,no,yes,no,255,2,999,0,nonexistent,0
864,45,admin.,married,university.degree,unknown,yes,no,99,6,999,0,nonexistent,0
865,38,technician,married,university.degree,unknown,no,no,257,2,999,0,nonexistent,0
866,38,admin.,single,professional.course,no,no,no,160,1,999,0,nonexistent,0
867,34,blue-collar,married,basic.4y,no,no,no,78,2,999,0,nonexistent,0
868,44,admin.,married,basic.9y,unknown,no,no,217,3,999,1,failure,0
869,37,services,single,basic.9y,no,no,no,37,1,999,0,nonexistent,0
870,39,blue-collar,single,basic.9y,no,no,no,650,3,999,0,nonexistent,1
871,57,admin.,married,university.degree,no,no,no,230,1,999,0,nonexistent,0
872,34,technician,married,professional.course,unknown,yes,no,64,4,999,0,nonexistent,0
873,25,admin.,married,unknown,no,no,no,112,1,999,0,nonexistent,0
874,52,admin.,married,high.school,no,yes,no,152,2,999,1,failure,0
875,23,technician,single,high.school,no,no,no,104,1,999,0,nonexistent,0
876,57,technician,married,basic.4y,unknown,no,no,101,1,999,0,nonexistent,0
877,50,admin.,married,university.degree,no,no,no,206,1,999,0,nonexistent,0
878,46,technician,married,professional.course,no,no,yes,63,1,999,0,nonexistent,0
879,43,blue-collar,single,basic.4y,unknown,no,no,339,3,999,0,nonexistent,0
880,38,management,divorced,university.degree,no,no,no,136,2,999,1,failure,0
881,53,admin.,single,basic.6y,no,yes,yes,148,2,999,0,nonexistent,0
882,35,self-employed,unknown,university.degree,no,no,no,221,1,999,0,nonexistent,0
883,28,services,married,high.school,no,no,no,289,1,999,0,nonexistent,0
884,25,blue-collar,single,basic.9y,no,yes,no,155,1,999,0,nonexistent,0
885,56,services,divorced,high.school,unknown,no,no,311,5,999,0,nonexistent,0
886,56,technician,married,university.degree,unknown,no,no,17,19,999,0,nonexistent,0
887,33,services,single,high.school,no,yes,no,326,5,999,0,nonexistent,0
888,31,housemaid,single,professional.course,unknown,yes,yes,213,1,999,0,nonexistent,0
889,48,admin.,divorced,university.degree,no,no,no,544,1,999,0,nonexistent,1
890,45,self-employed,divorced,university.degree,no,yes,yes,173,1,999,0,nonexistent,0
891,24,blue-collar,married,basic.9y,no,yes,no,160,1,999,0,nonexistent,0
892,33,blue-collar,married,basic.9y,no,yes,yes,341,1,999,0,nonexistent,0
893,38,admin.,married,high.school,unknown,no,no,121,4,999,0,nonexistent,0
894,48,housemaid,married,basic.4y,unknown,no,yes,148,1,999,0,nonexistent,0
895,28,entrepreneur,married,basic.9y,unknown,no,no,22,5,999,0,nonexistent,0
896,50,self-employed,married,basic.4y,unknown,unknown,unknown,153,3,999,0,nonexistent,0
897,29,admin.,married,university.degree,no,yes,yes,281,3,999,0,nonexistent,0
898,38,blue-collar,married,basic.6y,no,no,no,177,3,999,0,nonexistent,0
899,18,student,single,unknown,no,yes,yes,297,1,999,0,nonexistent,0
900,31,unemployed,married,basic.9y,no,yes,no,43,1,999,0,nonexistent,0
901,34,blue-collar,married,basic.9y,no,yes,no,487,5,999,0,nonexistent,0
902,38,admin.,married,university.degree,no,yes,no,43,9,999,0,nonexistent,0
903,57,admin.,single,high.school,no,yes,no,26,5,12,1,success,0
904,35,technician,divorced,unknown,no,yes,yes,432,1,999,0,nonexistent,0
905,77,retired,divorced,professional.course,no,no,no,258,1,999,0,nonexistent,0
906,29,blue-collar,single,basic.9y,unknown,yes,yes,532,1,999,0,nonexistent,0
907,46,management,married,university.degree,no,no,yes,153,2,999,0,nonexistent,0
908,21,student,single,high.school,no,yes,yes,286,2,999,0,nonexistent,1
909,43,management,married,university.degree,no,no,no,75,1,999,0,nonexistent,0
910,43,admin.,married,basic.9y,unknown,no,no,294,2,999,0,nonexistent,0
911,31,technician,married,university.degree,no,no,no,146,2,12,3,failure,0
912,39,student,single,unknown,no,yes,no,367,1,999,0,nonexistent,0
913,44,technician,single,university.degree,no,no,yes,228,2,999,0,nonexistent,0
914,32,services,single,high.school,no,yes,no,53,1,999,1,failure,0
915,43,self-employed,single,high.school,unknown,no,no,79,1,999,1,failure,0
916,48,services,married,high.school,no,no,no,11,1,999,0,nonexistent,0
917,28,blue-collar,single,basic.6y,no,no,no,557,1,999,0,nonexistent,0
918,36,blue-collar,married,basic.9y,no,yes,yes,55,1,999,1,failure,0
919,52,self-employed,divorced,basic.9y,no,yes,no,26,5,999,1,failure,0
920,34,services,single,high.school,no,yes,no,541,3,999,1,failure,0
921,37,admin.,married,high.school,no,yes,no,115,4,999,0,nonexistent,0
922,25,admin.,single,university.degree,no,no,no,101,1,999,0,nonexistent,0
923,48,technician,divorced,professional.course,no,no,no,69,1,999,0,nonexistent,0
924,36,self-employed,single,professional.course,no,yes,no,113,4,999,0,nonexistent,0
925,27,technician,single,professional.course,no,no,no,148,1,999,0,nonexistent,0
926,34,blue-collar,married,basic.9y,no,yes,no,151,2,999,0,nonexistent,0
927,42,services,married,high.school,no,yes,yes,73,1,999,1,failure,0
928,37,blue-collar,married,basic.9y,unknown,yes,no,117,1,999,0,nonexistent,0
929,41,blue-collar,married,basic.9y,unknown,no,no,142,2,999,0,nonexistent,0
930,51,blue-collar,married,basic.9y,unknown,yes,no,62,1,999,0,nonexistent,0
931,27,admin.,married,high.school,unknown,no,no,84,3,999,0,nonexistent,0
932,35,admin.,single,university.degree,no,yes,no,199,1,999,0,nonexistent,0
933,31,services,divorced,high.school,no,yes,yes,90,1,999,0,nonexistent,0
934,31,blue-collar,single,basic.9y,no,yes,no,5,1,999,0,nonexistent,0
935,31,blue-collar,married,basic.9y,no,no,no,280,6,999,0,nonexistent,0
936,64,unknown,married,unknown,no,yes,no,239,4,999,0,nonexistent,1
937,33,management,married,university.degree,no,yes,no,35,6,999,0,nonexistent,0
938,41,blue-collar,married,basic.4y,unknown,yes,no,150,2,999,1,failure,0
939,34,admin.,single,high.school,no,no,no,423,1,999,0,nonexistent,0
940,41,admin.,married,basic.9y,no,yes,no,135,1,999,0,nonexistent,0
941,36,blue-collar,married,basic.6y,no,yes,no,70,1,999,0,nonexistent,0
942,59,retired,married,professional.course,unknown,yes,no,59,8,999,0,nonexistent,0
943,56,management,married,basic.9y,no,yes,no,941,3,999,0,nonexistent,1
944,59,retired,married,professional.course,no,no,no,422,3,999,0,nonexistent,0
945,32,admin.,single,university.degree,no,unknown,unknown,59,1,999,0,nonexistent,0
946,40,technician,married,basic.9y,no,yes,no,34,3,999,0,nonexistent,0
947,38,admin.,married,university.degree,no,yes,no,64,1,3,3,success,1
948,34,admin.,married,professional.course,no,yes,no,248,2,999,0,nonexistent,0
949,41,unknown,married,unknown,no,no,no,258,2,999,0,nonexistent,0
950,33,admin.,single,high.school,no,no,no,31,1,999,0,nonexistent,0
951,31,technician,single,high.school,no,yes,yes,113,2,999,0,nonexistent,0
952,29,blue-collar,divorced,basic.9y,no,yes,no,168,4,999,1,failure,0
953,38,admin.,single,basic.9y,unknown,yes,no,247,5,999,0,nonexistent,0
954,24,admin.,single,high.school,no,yes,yes,224,1,999,0,nonexistent,1
955,34,admin.,single,basic.6y,no,no,no,22,11,999,0,nonexistent,0
956,27,admin.,married,high.school,no,yes,yes,201,1,999,0,nonexistent,0
957,32,blue-collar,married,high.school,no,no,no,319,1,999,1,failure,0
958,49,admin.,married,high.school,no,yes,no,59,2,999,0,nonexistent,0
959,36,technician,divorced,basic.9y,no,no,no,372,1,999,0,nonexistent,0
960,46,blue-collar,single,basic.9y,unknown,yes,no,155,1,999,0,nonexistent,0
961,47,services,divorced,high.school,no,yes,no,313,1,999,0,nonexistent,0
962,37,services,married,high.school,unknown,yes,yes,73,3,999,0,nonexistent,0
963,31,services,married,high.school,no,unknown,unknown,582,2,999,1,failure,0
964,36,technician,married,university.degree,no,yes,yes,232,4,999,0,nonexistent,0
965,30,technician,single,university.degree,no,yes,no,173,2,15,4,failure,1
966,32,entrepreneur,married,high.school,no,yes,no,100,1,999,1,failure,0
967,54,management,married,university.degree,no,yes,no,42,1,999,0,nonexistent,0
968,51,blue-collar,married,basic.9y,no,no,yes,653,1,999,0,nonexistent,1
969,28,technician,divorced,university.degree,no,yes,no,136,1,999,0,nonexistent,0
970,54,management,married,university.degree,no,no,no,397,1,999,1,failure,1
971,31,admin.,married,high.school,unknown,yes,no,101,13,999,0,nonexistent,0
972,57,admin.,married,basic.6y,no,no,no,259,1,999,1,failure,0
973,49,unemployed,married,professional.course,no,no,no,317,1,999,0,nonexistent,0
974,45,blue-collar,married,basic.6y,unknown,yes,no,157,3,999,0,nonexistent,0
975,33,management,married,university.degree,unknown,yes,yes,258,8,999,0,nonexistent,0
976,53,services,married,university.degree,no,no,no,136,1,999,1,failure,0
977,26,student,single,basic.9y,no,yes,no,1447,2,999,0,nonexistent,1
978,31,technician,married,university.degree,no,no,no,56,2,999,0,nonexistent,0
979,32,blue-collar,married,basic.9y,no,yes,no,999,3,999,0,nonexistent,0
980,29,technician,married,high.school,unknown,no,no,321,1,999,0,nonexistent,0
981,31,technician,single,high.school,no,no,no,191,1,999,0,nonexistent,0
982,29,student,single,unknown,no,no,no,1143,4,999,0,nonexistent,0
983,49,blue-collar,married,basic.9y,unknown,no,yes,667,3,999,0,nonexistent,0
984,26,admin.,single,university.degree,no,yes,yes,15,7,999,0,nonexistent,0
985,43,blue-collar,married,unknown,unknown,no,yes,73,1,999,0,nonexistent,0
986,56,retired,married,basic.9y,no,yes,yes,71,4,999,0,nonexistent,0
987,29,admin.,single,university.degree,no,yes,no,228,3,999,0,nonexistent,0
988,31,technician,married,basic.9y,no,yes,no,17,5,999,1,failure,0
989,50,blue-collar,married,basic.9y,unknown,yes,no,215,3,999,0,nonexistent,0
990,37,technician,married,professional.course,no,yes,no,242,6,999,0,nonexistent,0
991,42,blue-collar,married,basic.4y,unknown,yes,yes,105,1,999,0,nonexistent,0
992,30,services,married,basic.9y,unknown,yes,no,209,1,999,0,nonexistent,0
993,25,blue-collar,married,basic.6y,unknown,yes,no,59,3,999,0,nonexistent,0
994,35,self-employed,single,university.degree,no,no,yes,197,1,3,1,success,0
995,37,entrepreneur,married,high.school,unknown,no,no,68,1,999,1,failure,0
996,30,entrepreneur,married,high.school,no,yes,no,164,3,999,0,nonexistent,0
997,33,blue-collar,married,basic.6y,unknown,yes,yes,1132,2,999,0,nonexistent,1
998,36,technician,married,university.degree,no,no,no,146,2,999,0,nonexistent,0
999,46,services,married,high.school,no,no,no,60,3,999,0,nonexistent,0
1000,51,unemployed,married,basic.6y,no,no,no,280,2,999,1,failure,1
1001,33,technician,single,professional.course,no,yes,no,396,2,999,0,nonexistent,1
1002,26,entrepreneur,married,unknown,no,no,no,194,3,999,0,nonexistent,0
1003,40,blue-collar,divorced,high.school,unknown,no,no,155,6,999,0,nonexistent,0
1004,25,blue-collar,single,high.school,no,no,no,1068,3,999,0,nonexistent,1
1005,38,management,married,basic.9y,unknown,no,no,772,1,999,0,nonexistent,1
1006,54,admin.,single,university.degree,no,no,no,337,1,999,0,nonexistent,1
1007,50,admin.,married,basic.6y,no,yes,no,137,1,999,0,nonexistent,0
1008,36,management,married,university.degree,no,yes,no,7,6,999,0,nonexistent,0
1009,43,admin.,single,university.degree,no,yes,no,213,2,999,0,nonexistent,0
1010,57,management,divorced,university.degree,unknown,no,no,322,2,999,0,nonexistent,0
1011,38,blue-collar,married,basic.4y,no,no,no,161,1,999,1,failure,0
1012,27,admin.,single,high.school,no,yes,no,137,2,999,0,nonexistent,0
1013,35,management,married,university.degree,no,yes,no,400,1,999,0,nonexistent,0
1014,28,technician,single,high.school,no,yes,no,124,2,999,0,nonexistent,0
1015,57,admin.,married,university.degree,unknown,yes,no,161,1,999,0,nonexistent,0
1016,40,blue-collar,married,basic.4y,unknown,no,no,22,5,999,0,nonexistent,0
1017,43,blue-collar,married,basic.6y,no,no,yes,197,2,999,0,nonexistent,0
1018,34,technician,divorced,professional.course,no,yes,no,122,1,999,1,failure,0
1019,67,retired,married,unknown,no,no,no,140,2,999,0,nonexistent,0
1020,48,admin.,divorced,high.school,no,yes,no,309,1,999,0,nonexistent,0
1021,35,admin.,single,high.school,no,yes,yes,200,4,999,1,failure,0
1022,27,admin.,single,university.degree,no,no,no,409,1,1,1,success,0
1023,25,admin.,single,high.school,no,yes,no,103,1,999,0,nonexistent,0
1024,42,technician,married,professional.course,no,yes,yes,50,2,999,0,nonexistent,0
1025,47,admin.,divorced,university.degree,no,yes,no,208,2,999,0,nonexistent,0
1026,49,entrepreneur,married,university.degree,no,yes,no,13,2,999,0,nonexistent,0
1027,36,admin.,single,basic.9y,no,yes,no,458,1,999,0,nonexistent,1
1028,35,technician,married,professional.course,no,no,no,200,3,999,0,nonexistent,0
1029,29,blue-collar,married,basic.4y,no,yes,no,127,1,999,0,nonexistent,0
1030,45,technician,married,professional.course,unknown,no,no,124,3,999,0,nonexistent,0
1031,53,blue-collar,married,basic.6y,no,yes,no,95,1,999,0,nonexistent,0
1032,41,admin.,married,university.degree,no,no,yes,114,3,999,0,nonexistent,0
1033,50,management,married,high.school,unknown,no,no,65,17,999,0,nonexistent,0
1034,31,management,married,basic.9y,no,no,yes,161,2,999,0,nonexistent,0
1035,46,services,married,high.school,no,no,no,174,3,999,0,nonexistent,0
1036,36,blue-collar,married,high.school,unknown,no,no,713,4,999,0,nonexistent,0
1037,43,blue-collar,single,professional.course,no,no,no,133,1,999,0,nonexistent,0
1038,48,entrepreneur,married,basic.9y,unknown,yes,no,201,1,999,0,nonexistent,0
1039,31,services,married,high.school,no,unknown,unknown,215,2,999,1,failure,0
1040,21,services,single,high.school,no,yes,yes,820,2,999,0,nonexistent,0
1041,56,services,married,high.school,unknown,no,no,310,1,999,0,nonexistent,0
1042,54,management,married,basic.6y,no,no,no,255,3,999,0,nonexistent,0
1043,44,services,married,high.school,unknown,no,no,43,2,999,0,nonexistent,0
1044,31,unemployed,married,university.degree,no,no,no,91,1,999,0,nonexistent,0
1045,50,admin.,married,university.degree,no,no,no,587,2,999,1,failure,1
1046,48,admin.,married,university.degree,no,yes,yes,288,1,0,3,success,1
1047,26,self-employed,single,university.degree,no,yes,no,181,2,999,0,nonexistent,0
1048,37,services,single,basic.9y,no,yes,no,320,2,999,0,nonexistent,0
1049,37,unemployed,unknown,university.degree,no,no,no,100,1,999,0,nonexistent,0
1050,50,services,married,unknown,unknown,no,no,144,1,999,0,nonexistent,0
1051,47,admin.,married,university.degree,no,yes,no,653,5,999,0,nonexistent,0
1052,41,blue-collar,single,basic.9y,no,no,no,128,1,999,0,nonexistent,0
1053,32,blue-collar,single,basic.9y,no,yes,no,22,17,999,0,nonexistent,0
1054,38,services,married,basic.9y,no,no,yes,177,2,999,0,nonexistent,0
1055,48,technician,married,professional.course,no,no,no,288,1,999,1,failure,0
1056,46,blue-collar,married,basic.4y,unknown,yes,no,566,2,999,0,nonexistent,0
1057,48,self-employed,married,basic.9y,unknown,yes,no,318,2,999,0,nonexistent,0
1058,38,unknown,divorced,high.school,unknown,yes,no,107,3,999,0,nonexistent,0
1059,38,admin.,married,university.degree,no,yes,no,748,2,999,0,nonexistent,0
1060,55,retired,married,basic.4y,unknown,no,yes,599,4,999,0,nonexistent,0
1061,27,admin.,married,high.school,no,yes,yes,101,3,999,0,nonexistent,0
1062,28,services,married,high.school,no,yes,no,223,3,999,2,failure,0
1063,29,blue-collar,single,basic.9y,no,no,no,411,1,999,0,nonexistent,0
1064,47,services,divorced,basic.4y,no,no,no,149,2,999,0,nonexistent,0
1065,34,student,single,basic.4y,unknown,yes,no,1185,3,999,0,nonexistent,0
1066,51,services,divorced,high.school,unknown,no,no,398,2,999,1,failure,0
1067,40,admin.,divorced,university.degree,no,yes,yes,65,1,999,0,nonexistent,0
1068,38,admin.,married,high.school,no,yes,no,169,1,999,0,nonexistent,0
1069,42,blue-collar,married,basic.4y,no,no,no,212,1,999,0,nonexistent,0
1070,30,unemployed,single,university.degree,no,yes,yes,266,3,999,0,nonexistent,0
1071,36,services,married,high.school,unknown,no,no,427,1,999,0,nonexistent,0
1072,33,admin.,single,high.school,no,no,yes,113,1,999,0,nonexistent,0
1073,47,management,married,university.degree,no,no,no,51,3,999,0,nonexistent,0
1074,33,admin.,married,university.degree,no,yes,no,272,2,999,0,nonexistent,1
1075,30,services,single,basic.9y,no,yes,no,22,3,999,0,nonexistent,0
1076,54,admin.,married,high.school,no,no,no,66,2,999,0,nonexistent,0
1077,47,admin.,married,basic.9y,no,no,no,164,1,999,0,nonexistent,0
1078,32,technician,single,university.degree,no,yes,no,58,1,999,0,nonexistent,0
1079,32,blue-collar,married,basic.9y,no,yes,no,297,2,999,0,nonexistent,0
1080,38,self-employed,married,basic.9y,no,yes,no,26,1,999,2,failure,0
1081,38,technician,single,high.school,no,no,no,74,2,999,0,nonexistent,0
1082,38,unknown,married,unknown,no,yes,no,27,10,999,0,nonexistent,0
1083,53,blue-collar,married,high.school,no,yes,no,118,7,999,0,nonexistent,0
1084,26,unemployed,single,basic.9y,no,yes,no,112,3,999,0,nonexistent,0
1085,27,blue-collar,married,basic.9y,no,unknown,unknown,169,2,999,0,nonexistent,0
1086,38,admin.,single,university.degree,no,no,no,103,1,999,0,nonexistent,0
1087,41,services,married,high.school,unknown,yes,no,679,2,999,0,nonexistent,1
1088,39,self-employed,divorced,high.school,no,no,no,261,1,3,1,success,1
1089,48,admin.,divorced,high.school,no,no,no,352,2,999,0,nonexistent,0
1090,32,blue-collar,married,basic.6y,no,yes,no,16,6,999,0,nonexistent,0
1091,35,blue-collar,married,basic.6y,no,no,no,39,1,999,0,nonexistent,0
1092,51,blue-collar,married,basic.9y,unknown,yes,no,107,1,999,0,nonexistent,0
1093,35,admin.,single,university.degree,no,yes,no,8,5,999,0,nonexistent,0
1094,60,blue-collar,married,basic.4y,unknown,yes,no,18,4,999,0,nonexistent,0
1095,28,admin.,single,university.degree,no,no,yes,94,2,999,0,nonexistent,0
1096,52,management,married,high.school,no,yes,yes,167,1,10,4,failure,1
1097,35,blue-collar,married,basic.9y,no,no,no,497,2,999,0,nonexistent,0
1098,27,admin.,single,university.degree,no,no,no,134,1,3,1,success,0
1099,34,technician,married,high.school,no,no,no,481,1,999,0,nonexistent,0
1100,36,blue-collar,married,basic.4y,no,no,yes,217,1,999,0,nonexistent,0
1101,28,blue-collar,married,basic.9y,unknown,no,no,140,1,999,0,nonexistent,0
1102,32,admin.,married,university.degree,no,yes,yes,175,1,999,0,nonexistent,0
1103,49,blue-collar,divorced,basic.6y,unknown,no,no,1065,3,999,0,nonexistent,1
1104,55,admin.,married,basic.9y,no,yes,yes,430,2,999,0,nonexistent,0
1105,50,technician,married,high.school,no,yes,no,229,1,999,1,failure,1
1106,37,admin.,single,university.degree,no,no,no,51,4,999,0,nonexistent,0
1107,35,blue-collar,divorced,basic.9y,no,unknown,unknown,276,3,999,0,nonexistent,0
1108,58,unknown,married,basic.9y,no,yes,no,154,1,999,1,failure,1
1109,32,entrepreneur,married,university.degree,no,no,no,95,5,999,0,nonexistent,0
1110,35,retired,single,basic.9y,unknown,yes,yes,145,1,999,0,nonexistent,0
1111,35,technician,single,professional.course,no,yes,no,213,4,999,0,nonexistent,0
1112,26,admin.,single,high.school,unknown,no,no,136,3,999,0,nonexistent,0
1113,47,blue-collar,married,professional.course,no,yes,no,225,4,999,1,failure,0
1114,29,blue-collar,single,basic.9y,no,no,no,68,1,999,0,nonexistent,0
1115,37,entrepreneur,single,basic.9y,no,yes,no,222,1,2,1,success,0
1116,32,technician,single,high.school,no,no,no,239,11,999,0,nonexistent,0
1117,46,services,married,high.school,no,yes,no,181,2,999,0,nonexistent,0
1118,36,services,married,high.school,no,no,yes,166,5,999,0,nonexistent,0
1119,35,admin.,married,university.degree,no,no,no,121,4,999,0,nonexistent,1
1120,31,self-employed,married,university.degree,no,yes,no,242,2,999,0,nonexistent,0
1121,29,admin.,single,university.degree,no,no,no,716,2,999,0,nonexistent,1
1122,46,housemaid,married,basic.4y,unknown,no,no,550,2,999,0,nonexistent,0
1123,85,housemaid,divorced,basic.4y,unknown,yes,no,181,2,999,0,nonexistent,0
1124,29,technician,single,basic.9y,no,no,no,20,1,999,0,nonexistent,0
1125,31,management,single,university.degree,no,yes,no,165,2,999,0,nonexistent,0
1126,34,blue-collar,married,basic.4y,no,yes,no,54,1,999,0,nonexistent,0
1127,29,technician,single,professional.course,no,yes,yes,215,1,999,0,nonexistent,0
1128,46,admin.,single,university.degree,no,yes,yes,62,7,999,0,nonexistent,0
1129,29,blue-collar,divorced,high.school,no,no,no,760,1,999,0,nonexistent,1
1130,54,blue-collar,single,basic.4y,no,no,no,253,3,999,0,nonexistent,0
1131,26,management,single,university.degree,no,yes,no,112,5,999,0,nonexistent,0
1132,27,admin.,married,professional.course,no,yes,no,143,1,999,0,nonexistent,0
1133,57,management,married,basic.4y,unknown,yes,no,10,5,999,1,failure,0
1134,32,technician,single,university.degree,no,yes,no,158,5,999,0,nonexistent,0
1135,35,services,married,high.school,no,yes,no,87,1,999,0,nonexistent,0
1136,32,blue-collar,single,high.school,no,unknown,unknown,77,2,999,0,nonexistent,0
1137,59,retired,married,basic.9y,no,no,no,551,4,999,0,nonexistent,0
1138,29,blue-collar,married,basic.9y,no,yes,no,193,1,999,0,nonexistent,0
1139,37,admin.,married,high.school,no,no,yes,155,1,999,0,nonexistent,0
1140,40,admin.,married,high.school,unknown,no,no,675,5,999,0,nonexistent,0
1141,55,admin.,married,professional.course,no,yes,yes,482,1,999,0,nonexistent,0
1142,33,housemaid,single,university.degree,unknown,yes,no,46,3,999,0,nonexistent,0
1143,36,admin.,single,high.school,no,no,no,193,3,999,0,nonexistent,0
1144,59,admin.,married,high.school,no,no,no,204,4,999,0,nonexistent,0
1145,34,blue-collar,single,basic.9y,no,no,no,484,3,999,0,nonexistent,0
1146,30,self-employed,married,professional.course,no,no,no,34,2,999,1,failure,0
1147,29,admin.,married,high.school,no,no,no,48,7,999,0,nonexistent,0
1148,34,blue-collar,single,basic.9y,no,no,no,281,2,999,1,failure,0
1149,47,blue-collar,single,basic.4y,unknown,yes,no,162,1,999,0,nonexistent,0
1150,41,entrepreneur,married,basic.4y,no,yes,no,89,2,999,0,nonexistent,0
1151,30,admin.,single,university.degree,no,yes,no,107,1,999,0,nonexistent,0
1152,33,admin.,married,high.school,unknown,yes,no,68,1,999,0,nonexistent,0
1153,33,unemployed,single,unknown,no,no,no,211,6,999,0,nonexistent,0
1154,33,services,married,high.school,no,unknown,unknown,333,1,999,1,failure,0
1155,59,retired,married,basic.4y,no,yes,yes,265,1,999,0,nonexistent,0
1156,29,services,married,basic.9y,no,yes,no,94,3,999,0,nonexistent,0
1157,36,admin.,married,high.school,no,no,no,369,1,999,0,nonexistent,0
1158,41,admin.,single,unknown,unknown,yes,no,464,2,999,0,nonexistent,0
1159,55,technician,married,basic.9y,unknown,no,no,362,1,999,0,nonexistent,0
1160,39,entrepreneur,married,professional.course,no,yes,no,997,2,999,0,nonexistent,0
1161,48,services,married,basic.6y,no,no,no,69,6,999,0,nonexistent,0
1162,56,admin.,married,university.degree,no,yes,no,177,5,999,0,nonexistent,0
1163,63,technician,married,unknown,no,yes,no,173,1,999,0,nonexistent,0
1164,50,self-employed,married,basic.9y,unknown,no,no,287,1,999,0,nonexistent,0
1165,42,blue-collar,married,basic.6y,unknown,yes,no,454,3,999,0,nonexistent,0
1166,43,unemployed,married,university.degree,unknown,no,no,114,1,999,0,nonexistent,0
1167,32,admin.,married,university.degree,no,yes,yes,51,1,999,0,nonexistent,0
1168,28,blue-collar,single,basic.9y,no,no,no,218,1,999,0,nonexistent,0
1169,26,blue-collar,married,professional.course,no,yes,no,649,2,999,0,nonexistent,0
1170,24,admin.,single,high.school,unknown,yes,no,470,1,999,0,nonexistent,0
1171,38,blue-collar,divorced,unknown,no,no,no,278,1,999,0,nonexistent,0
1172,30,services,married,high.school,unknown,yes,no,175,1,999,0,nonexistent,0
1173,29,blue-collar,single,basic.4y,no,yes,no,13,9,999,1,failure,0
1174,56,management,married,university.degree,no,no,no,442,2,999,0,nonexistent,0
1175,36,blue-collar,single,basic.9y,no,yes,yes,762,3,999,0,nonexistent,1
